Parameters: {'n': 350, 'q': 3831165139, 'k': 1, 'secret_type': 'binary', 'eta': 2, 'gaussian_std': 3, 'hw': -1, 'error_type': 'gaussian', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 42, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'dual', 'reduction_samples': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 800, 'lookback': 3, 'warmup_steps': 5, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:40:10', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 10, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': False, 'tol': 0.001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100, 'reduction_factor': None}
Arguments: {'num_attacks': 1, 'attack_strategy': 'hour', 'attack_every': 12, 'save_strategy': 'hour', 'save_every': 12, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['binary'], 'reload_from_salsa': 1.0, 'num_training_repeats': 10, 'hw_range': None}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 745/745 | Mean std_B: 1326139675.88
- Algo: bkz2.0_20 | Updated 0/745 | Mean std_B: 3684080523.91
- Algo: bkz2.0_20 | Updated 1/745 | Mean std_B: 8547750159.36
- Algo: bkz2.0_20 | Updated 27/745 | Mean std_B: 2064037763.34
- Algo: bkz2.0_20 | Updated 29/745 | Mean std_B: 2029877445.02
- Algo: bkz2.0_20 | Updated 19/745 | Mean std_B: 1979685016.75
- Algo: bkz2.0_20 | Updated 21/745 | Mean std_B: 2020084889.39
- Algo: bkz2.0_20 | Updated 32/745 | Mean std_B: 1983234264.41
- Algo: bkz2.0_20 | Updated 23/745 | Mean std_B: 2356797932.48
- Algo: bkz2.0_20 | Updated 12/745 | Mean std_B: 3380968010.98
- Algo: bkz2.0_20 | Updated 22/745 | Mean std_B: 2001118410.89
- Algo: bkz2.0_20 | Updated 44/745 | Mean std_B: 1909620920.41
- Algo: bkz2.0_20 | Updated 37/745 | Mean std_B: 1993572719.29
- Algo: bkz2.0_20 | Updated 19/745 | Mean std_B: 2071870452.56
- Algo: bkz2.0_20 | Updated 34/745 | Mean std_B: 2026510858.38
- Algo: bkz2.0_20 | Updated 25/745 | Mean std_B: 1943499628.13
- Algo: bkz2.0_20 | Updated 16/745 | Mean std_B: 3983920526.13
- Algo: bkz2.0_20 | Updated 35/745 | Mean std_B: 2167932944.33
- Algo: bkz2.0_20 | Updated 30/745 | Mean std_B: 1923061605.43
- Algo: bkz2.0_20 | Updated 31/745 | Mean std_B: 2005658425.05
- Algo: bkz2.0_20 | Updated 2/745 | Mean std_B: 4918842090.69
- Algo: bkz2.0_20 | Updated 43/745 | Mean std_B: 2146987229.50
- Algo: bkz2.0_20 | Updated 36/745 | Mean std_B: 2069132781.76
- Algo: bkz2.0_20 | Updated 8/745 | Mean std_B: 2832371254.68
- Algo: bkz2.0_20 | Updated 34/745 | Mean std_B: 1999278122.63
- Algo: bkz2.0_20 | Updated 27/745 | Mean std_B: 1973885916.34
- Algo: bkz2.0_20 | Updated 10/745 | Mean std_B: 2568870933.77
- Algo: bkz2.0_20 | Updated 20/745 | Mean std_B: 2030054604.92
- Algo: bkz2.0_20 | Updated 51/745 | Mean std_B: 2050271777.22
- Algo: bkz2.0_20 | Updated 2/745 | Mean std_B: 4563765938.09
- Algo: bkz2.0_20 | Updated 31/745 | Mean std_B: 2023340479.07
- Algo: bkz2.0_20 | Updated 12/745 | Mean std_B: 2690482448.38
- Algo: bkz2.0_20 | Updated 9/745 | Mean std_B: 2914289604.73
- Algo: bkz2.0_20 | Updated 11/745 | Mean std_B: 2234185468.02
- Algo: bkz2.0_20 | Updated 36/745 | Mean std_B: 2009113618.02
- Algo: bkz2.0_20 | Updated 34/745 | Mean std_B: 2039376634.51
- Algo: bkz2.0_20 | Updated 15/745 | Mean std_B: 4029378074.36
- Algo: bkz2.0_20 | Updated 22/745 | Mean std_B: 1987970867.59
- Algo: bkz2.0_20 | Updated 27/745 | Mean std_B: 2040785325.33
- Algo: bkz2.0_20 | Updated 1/745 | Mean std_B: 8717655353.21
- Algo: bkz2.0_20 | Updated 16/745 | Mean std_B: 2215730970.65
- Algo: bkz2.0_20 | Updated 11/745 | Mean std_B: 2355058961.85
- Algo: bkz2.0_20 | Updated 5/745 | Mean std_B: 3354318475.35
- Algo: bkz2.0_20 | Updated 13/745 | Mean std_B: 2827102579.98
- Algo: bkz2.0_20 | Updated 17/745 | Mean std_B: 2465717546.32
- Algo: bkz2.0_20 | Updated 2/745 | Mean std_B: 5218199445.91
- Algo: bkz2.0_20 | Updated 10/745 | Mean std_B: 2437631528.69
- Algo: bkz2.0_20 | Updated 33/745 | Mean std_B: 1872476978.16
- Algo: bkz2.0_20 | Updated 20/745 | Mean std_B: 2418459273.23
- Algo: bkz2.0_20 | Updated 24/745 | Mean std_B: 1990666202.78
- Algo: bkz2.0_20 | Updated 1/745 | Mean std_B: 50831679070.54
- Algo: bkz2.0_20 | Updated 4/745 | Mean std_B: 8391140535.29
- Algo: bkz2.0_20 | Updated 14/745 | Mean std_B: 2277983106.13
- Algo: bkz2.0_20 | Updated 19/745 | Mean std_B: 2101632302.53
- Algo: bkz2.0_20 | Updated 0/745 | Mean std_B: 44489666583.94
- Algo: bkz2.0_20 | Updated 11/745 | Mean std_B: 2399839854.51
- Algo: bkz2.0_20 | Updated 18/745 | Mean std_B: 2395712497.00
- Algo: bkz2.0_20 | Updated 5/745 | Mean std_B: 3095549700.39
- Algo: bkz2.0_20 | Updated 5/745 | Mean std_B: 3570189274.48
- Algo: bkz2.0_20 | Updated 26/745 | Mean std_B: 2040094595.98
- Algo: bkz2.0_20 | Updated 10/745 | Mean std_B: 2647290706.01
- Algo: bkz2.0_20 | Updated 24/745 | Mean std_B: 2970939831.71
- Algo: bkz2.0_20 | Updated 9/745 | Mean std_B: 3399114356.22
Tour 5 | Time: 41307.18s | Mean std_B: 1247853121.00 | Reduction Factor: 0.1067 | Prob: 0.8752
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
Upgrading float type to qd
b'infinite loop in babai'
Upgrading float type to ld
b'infinite loop in babai'
Upgrading float type to dd
b'infinite loop in babai'
